Quantity,Price,Country,Description,Review,sentiment,sentiment_score,risk_level,customer_segment,churn_risk,satisfaction_score
-1,3.46,United Kingdom,Return: Ergonomic Gel Wrist Mouse Pad,"Returning this mouse pad. Cost $3.46, but the wrist support was too firm. Quality was okay, just not for me.",negative,-0.6,high,return_prone,high,1
15,5.5,Australia,Set of 15 Premium Craft Markers,"These 15 craft markers, $5.50 each, are vibrant and glide well. Excellent for art projects, very satisfied.",positive,0.85,low,premium,low,5
17,1.55,Switzerland,17-Pack Snack Size Potato Chips,"Got a 17-pack of chips, great deal at $1.55 per bag. Perfect for school lunches. Kids love them, fresh and crispy.",positive,0.9,low,budget_conscious,low,5
138,12.99,Norway,Wholesale Order: 138 ft. Ethernet Cable,"Bought 138 ft. Ethernet cable at $12.99/ft. Excellent quality, durable, fast connection. Essential for network.",positive,0.9,low,bulk_buyer,low,5
8,6.64,France,8 Cans Organic Diced Tomatoes,"These 8 cans of organic diced tomatoes were $6.64 each. A pantry staple, always fresh and flavorful. Good for cooking.",positive,0.75,low,premium,low,4
10,0.9,Belgium,Pack of 10 Biodegradable Sponges,Bought 10 sponges for only $0.90 each. Work well for dishes and are eco-friendly. Will definitely repurchase.,positive,0.8,low,budget_conscious,low,5
4,1.91,United Kingdom,Set of 4 Durable Colorful Hair Ties,"These 4 hair ties, $1.91 each, are cute and hold hair securely. Good quality for daily use. Pricey but worth it.",positive,0.7,low,premium,low,4
20,3.39,Poland,20-Count AA Alkaline Batteries,"Got 20 AA batteries for $3.39 each. They last long in my devices. Reliable power, good to have on hand.",positive,0.75,low,bulk_buyer,low,4
4,3.49,Austria,4-Pack Premium Microfiber Cloths,"The 4 microfiber cloths, $3.49 each, clean surfaces perfectly without streaks. Pricey, but very effective.",positive,0.7,low,premium,low,4
5,2.91,Spain,5 Bags Premium Gourmet Coffee Beans,"Ordered 5 bags of coffee beans at $2.91 each. Aroma incredible, taste rich. My morning routine is better now!",positive,0.9,low,premium,low,5
4,5.89,Malta,Set of 4 Scented Candle Jars,"The 4 scented candles cost $5.89 each. They fill the room with a lovely fragrance. Perfect for relaxation, worth it.",positive,0.8,low,premium,low,5
7,12.28,Bahrain,7 Boxes Organic Granola Bars,"These 7 boxes of granola bars were $12.28 each. Pricey, but organic and delicious. Healthy, convenient snack.",positive,0.7,low,premium,low,4
-4,9.57,United Kingdom,Return: 4 Smart Home Light Bulbs,"Had to return 4 smart bulbs, $9.57 each. Not compatible with my system. Return process was smooth, though.",negative,-0.7,high,return_prone,high,1
7,3.36,EIRE,Pack of 7 Vibrant Colorful Gel Pens,"The 7 gel pens were $3.36 each. Write smoothly, colors vibrant. Great for journaling or school. Good value.",positive,0.8,low,budget_conscious,low,5
9,3.45,RSA,9 Small Potted Succulent Plants,"I bought 9 succulent plants for $3.45 each. Arrived healthy, beautiful addition to home. Easy to care for.",positive,0.8,low,impulse_buyer,low,5
-1,21.17,Norway,Return: Premium Wireless Earbuds,"Returned wireless earbuds, cost $21.17. Sound quality not what I expected for the price. Disappointed.",negative,-0.9,high,return_prone,high,1
-2,3.54,Spain,Return: 2 Decorative Throw Pillows,"Returned two throw pillows, each $3.54. Color didn't match couch. Quality okay, not suitable for decor.",negative,-0.6,high,return_prone,high,1
42,22.12,United Kingdom,Bulk Order: 42 lbs. Protein Powder,"Bought 42 lbs of protein powder for $22.12/lb. Mixes well, tastes great. Excellent for recovery. Satisfied.",positive,0.85,low,bulk_buyer,low,5
9,1.49,Lithuania,9-Pack Assorted Gourmet Chocolates,"These 9 gourmet chocolates were a sweet deal at $1.49 each. Delicious, perfect treat. Recommended for chocolate lovers.",positive,0.9,low,budget_conscious,low,5
11,3.83,Germany,"Premium Organic Coffee Beans - 11oz Bag, Rich Aroma","Bought 11 bags of these for a great price of $3.83 each. Absolutely delicious coffee, highly recommend for daily brew!",positive,0.9,low,bulk_buyer,low,5
3,12.97,Spain,"Luxury Silk Scarf - Hand-dyed, Elegant Design, Soft","Got 3 of these beautiful scarves at $12.97 each. The quality is exceptional, perfect gifts for friends!",positive,0.85,low,premium,low,5
14,4.2,Austria,"Artisanal Bread Loaf - Freshly Baked Sourdough, Crusty","Purchased 14 loaves for an event, only $4.20 per loaf. Everyone raved about the freshness and taste!",positive,0.9,low,bulk_buyer,low,5
17,1.47,United Kingdom,"Smooth Writing Gel Pens - Black Ink, Pack of 5, Quick Dry",Amazing value! I bought 17 packs of these pens for just $1.47 each. They write incredibly well and smoothly.,positive,0.8,low,budget_conscious,low,5
15,7.5,EIRE,"Gourmet Chocolate Bar - Dark 70% Cacao, 100g, Rich Taste","Ordered 15 bars for a party, $7.50 each. Rich and decadent, a real crowd-pleaser. Will definitely buy again!",positive,0.95,low,bulk_buyer,low,5
63,0.23,Greece,"Small Craft Beads - Assorted Colors, 500-count, Arts & Crafts","Got 63 packs of these beads for a school project, only $0.23 a pack! Fantastic deal and great quality for crafts.",positive,0.85,low,bulk_buyer,low,5
114,3.7,EIRE,"Bulk Pack AAA Batteries - Long Lasting Power, 10-Year Shelf","Stocked up with 114 units at $3.70 each. These batteries last forever, perfect for all my gadgets and remotes.",positive,0.8,low,bulk_buyer,low,5
2,1.76,Channel Islands,"Organic Apple Cider Vinegar - 16oz Bottle, Raw & Unfiltered",Bought 2 bottles for $1.76 each. Great quality vinegar for cooking and health. Very satisfied with this purchase!,positive,0.8,low,budget_conscious,low,5
23,5.35,Spain,"Premium Scented Candles - Lavender & Vanilla, Long Burn Time","Purchased 23 candles for gifts, each at $5.35. They smell wonderful and burn evenly. Highly recommend for ambiance!",positive,0.9,low,bulk_buyer,low,5
7,11.07,Lithuania,"High-Quality Stainless Steel Water Bottle, 1L, Insulated","Got 7 of these water bottles for the team, $11.07 apiece. They keep drinks cold all day, superb product for hydration!",positive,0.85,low,premium,low,5
-1,7.31,Belgium,"Returned Item: Ergonomic Office Mouse - Wireless, Bluetooth","Returned one unit for $7.31. It was uncomfortable for my hand, but the return process was very smooth and easy.",negative,-0.3,high,return_prone,medium,2
4,0.44,France,"Colorful Paper Clips - Jumbo Size, 100 Count Box, Sturdy",Bought 4 boxes of paper clips for just $0.44 each. They're sturdy and great for organizing documents at home.,positive,0.75,low,budget_conscious,low,5
-11,5.28,Netherlands,"Refunded: Plush Toy Collection - Assorted Animals, Soft Fabric","Had to return 11 plush toys, received $5.28 back per item. They weren't quite what I expected in terms of size.",negative,-0.2,high,return_prone,high,2
4,1.49,France,"Reusable Grocery Bags - Heavy Duty, Foldable, Eco-Friendly","Bought 4 of these sturdy bags for $1.49 each. Perfect for shopping, very durable and compact for storage.",positive,0.8,low,budget_conscious,low,5
7,2.04,Malta,"Organic Granola Bars - Mixed Berries, Pack of 6, Healthy Snack","Grabbed 7 packs of these granola bars for $2.04 each. Healthy and delicious, a great snack on the go for everyone!",positive,0.8,low,budget_conscious,low,5
17,3.18,Greece,"Classic Diner Mugs - Ceramic, 12oz Capacity, Dishwasher Safe","Got 17 of these classic mugs for $3.18 apiece. Sturdy and perfect for a morning coffee. Love them, great quality!",positive,0.9,low,bulk_buyer,low,5
17,5.16,United Kingdom,"Premium Dish Soap - Lemon Scent, 32oz Bottle, Grease Fighter",Stocked up with 17 bottles for $5.16 each. This dish soap cleans great and smells fantastic. A household staple now!,positive,0.95,low,bulk_buyer,low,5
2,3.68,United Kingdom,"Natural Hand Lotion - Shea Butter & Vitamin E, Hydrating Formula",Purchased 2 bottles for $3.68 each. It's very moisturizing and has a lovely subtle scent. My skin feels so soft!,positive,0.85,low,premium,low,5
6,1.58,EIRE,"Colorful Sticky Notes - 3x3 Inch, 6-Pack, Strong Adhesive",Bought 6 packs of these sticky notes for $1.58 per pack. They stick well and are perfect for my office organization.,positive,0.75,low,budget_conscious,low,5
18,13.34,Lithuania,"Smart Home Security Camera - 1080p HD, Motion Detect, Wi-Fi",Invested in 18 cameras for $13.34 each. Easy to set up and provides excellent peace of mind. Very impressed with performance!,positive,0.95,low,bulk_buyer,low,5
7,4.73,United Kingdom,"Organic Apples - Fresh, Crisp, & Delicious","Bought 7 organic apples for $4.73. They were incredibly fresh and tasty, perfect for snacks. Highly recommend them.",positive,0.9,low,premium,low,5
11,6.24,United Kingdom,"Premium Coffee Beans - Medium Roast, 1lb Bag",Got 11 bags of these coffee beans for $6.24 each. The aroma is amazing and the taste is rich. Excellent value!,positive,0.85,low,bulk_buyer,low,5
11,4.25,Denmark,"Artisan Bread Loaf - Sourdough, Hand-Baked",Purchased 11 loaves of sourdough bread at $4.25 each. Great crust and soft inside. A staple for my family.,positive,0.8,low,bulk_buyer,low,5
7,3.88,Cyprus,"Eco-Friendly Dish Soap - Lemon Scent, 24oz",I bought 7 bottles of this dish soap for $3.88. It cleans well and smells fantastic. Good for the environment.,positive,0.8,low,bulk_buyer,low,5
12,4.28,Portugal,"Assorted Chocolate Bars - Variety Pack, 12 count","Got 12 assorted chocolate bars for $4.28. A great mix of flavors, perfect for satisfying sweet cravings. Very pleased.",positive,0.85,low,impulse_buyer,low,5
33,16.28,Portugal,"Bulk Cereal Box - Honey Oats, Family Size",Bought 33 boxes of cereal for $16.28 each. A bit pricey but the kids love it. Good for stocking up.,neutral,0.4,medium,bulk_buyer,medium,4
0,0.96,United Arab Emirates,"Reusable Shopping Bag - Medium Size, Durable","I was charged $0.96 for a bag, but it was zero quantity? The cashier removed it. Glad I didn't pay for nothing.",negative,-0.2,high,return_prone,medium,3
2,1.59,Iceland,Fresh Avocados - Ripe and Ready to Eat,Bought 2 avocados for $1.59 each. They were perfectly ripe for guacamole. Very happy with the quality this time.,positive,0.7,low,impulse_buyer,low,4
13,8.66,Denmark,"Gourmet Cheese Selection - Imported, 8oz Block",Purchased 13 blocks of gourmet cheese for $8.66 each. Fantastic flavor and texture. Worth it for special occasions.,positive,0.9,low,premium,low,5
16,12.35,France,"Premium Olive Oil - Extra Virgin, 500ml Bottle",Got 16 bottles of this olive oil for $12.35 each. It's my go-to for cooking and salads. Always consistent quality.,positive,0.85,low,premium,low,5
2,19.66,Greece,"High-End Face Cream - Anti-Aging Formula, 1.7oz","Bought 2 jars of face cream for $19.66 each. It's quite expensive, but my skin feels amazing. A luxury I indulge in.",neutral,0.5,medium,premium,medium,4
5,6.96,United Kingdom,"Frozen Organic Berries - Mixed Variety, 16oz Bag",Purchased 5 bags of organic berries for $6.96 each. Great for smoothies and desserts. Always fresh-tasting when defrosted.,positive,0.8,low,bulk_buyer,low,5
12,9.13,Cyprus,"Craft Beer Six-Pack - Local Brewery IPA, 12oz Cans","Got 12 six-packs of this IPA for $9.13 each. A bit much for one person, but it's my favorite. Stocked up for summer.",positive,0.75,low,bulk_buyer,low,5
16,0.44,Switzerland,"Small Candy Bar - Milk Chocolate, Snack Size",Bought 16 small candy bars for $0.44 each. Perfect for a quick treat or to hand out. Kids loved them.,positive,0.8,low,impulse_buyer,low,5
4,2.24,Denmark,Freshly Baked Croissants - Flaky & Buttery,Purchased 4 croissants for $2.24 each. They were still warm and absolutely delicious. Will buy again for breakfast.,positive,0.9,low,impulse_buyer,low,5
77,11.65,Bahrain,"Bulk Pack Paper Towels - 77 Rolls, Super Absorbent",Got 77 rolls of paper towels for $11.65 each. Very absorbent and last forever. Excellent for bulk buying.,positive,0.9,low,bulk_buyer,low,5
4,3.55,Cyprus,"Gourmet Pasta Sauce - Tomato & Basil, 24oz Jar",Bought 4 jars of pasta sauce for $3.55 each. Tastes homemade and is a quick meal solution. Always have it on hand.,positive,0.85,low,premium,low,5
12,4.99,Greece,"Sparkling Water Case - Lemon-Lime Flavor, 12 Cans",Purchased 12 cases of sparkling water for $4.99 each. Refreshing and a healthy alternative to soda. Good value.,positive,0.8,low,bulk_buyer,low,5
11,2.06,France,"Organic Bananas - Fresh, Ripe, and Healthy",Got 11 organic bananas for $2.06. They were perfect for my morning smoothie. Always happy with the freshness.,positive,0.85,low,bulk_buyer,low,5
11,2.22,Norway,"Whole Wheat Bread - Sliced, 24oz Loaf",Bought 11 loaves of whole wheat bread for $2.22 each. Great for sandwiches and toast. A pantry essential.,positive,0.8,low,bulk_buyer,low,5
-3,5.16,Denmark,Return of 3 units of Organic Green Tea,"I returned 3 units of this tea. The price was $5.16 per unit, but it wasn't what I expected.",negative,-0.7,high,return_prone,high,1
11,1.98,EIRE,Purchase of 11 units of Reusable Shopping Bags,Got 11 bags for just $1.98 each. They are surprisingly sturdy and great for groceries. Very happy!,positive,0.9,low,bulk_buyer,low,5
0,9.77,United Kingdom,Browsed Premium Dark Chocolate Bar,"Considered buying, but decided against it. The $9.77 price for one bar seemed a bit high for me.",neutral,0.0,medium,budget_conscious,medium,3
6,1.24,Channel Islands,Bought 6 units of Stainless Steel Straws Set,I purchased 6 sets of these straws at $1.24 per set. They are a good eco-friendly option. Recommended.,positive,0.7,low,budget_conscious,low,4
2,1.74,France,Acquired 2 units of Mini LED Flashlights,"Needed small flashlights for emergencies. Bought 2 at $1.74 each. They work well, bright enough.",positive,0.6,low,budget_conscious,low,4
11,9.87,Spain,Order for 11 units of Ergonomic Mouse Pad,These mouse pads are a game-changer! Ordered 11 for the office at $9.87 each. Very comfortable.,positive,0.9,low,bulk_buyer,low,5
79,13.55,Switzerland,Bulk order of 79 units of Organic Coffee Beans,Excellent coffee! Bought 79 bags for the cafe. The $13.55 price per bag is very competitive for this quality.,positive,0.9,low,bulk_buyer,low,5
8,0.68,Netherlands,Purchase of 8 units of Sticky Note Pads,Got 8 packs of these sticky notes for $0.68 each. They stick well and come in vibrant colors. Good value.,positive,0.8,low,budget_conscious,low,4
230,5.19,United Kingdom,Large order of 230 units of Disposable Gloves,"We regularly order these gloves. This time, 230 units at $5.19 per box. Always reliable and durable.",positive,0.9,low,bulk_buyer,low,5
182,12.42,Portugal,Bulk purchase of 182 units of Hand Sanitizer,Stocked up with 182 bottles of sanitizer at $12.42 each for the office. It's effective and not too drying.,positive,0.7,low,bulk_buyer,low,4
128,5.89,Portugal,Order for 128 units of AAA Alkaline Batteries,Purchased 128 batteries at $5.89 per pack. They last a long time in our devices. Very satisfied.,positive,0.8,low,bulk_buyer,low,5
-3,12.78,United Kingdom,Return of 3 units of Premium Scented Candle,"Had to return 3 candles. They were priced at $12.78 each, but the scent was not what I expected at all.",negative,-0.8,high,return_prone,high,1
-1,1.92,Denmark,Return of 1 unit of Microfiber Cleaning Cloth,"I returned one cleaning cloth. It was $1.92, but it didn't absorb as well as I hoped. Disappointed with the quality.",negative,-0.9,high,return_prone,high,1
16,3.03,Greece,Purchase of 16 units of Organic Snack Bars,"Great value! Grabbed 16 bars for $3.03 each. Perfect for quick snacks, and they taste delicious.",positive,0.9,low,bulk_buyer,low,5
4,0.57,United Kingdom,Bought 4 units of Small Rubber Erasers,Needed some basic erasers. Bought 4 for $0.57 each. They do the job for school work. Fine for the price.,positive,0.4,low,budget_conscious,low,3
1,11.15,Unspecified,Acquired 1 unit of Wireless Bluetooth Speaker,Just one speaker for $11.15. The sound quality is surprisingly good for the price. Very happy with this purchase!,positive,0.9,low,budget_conscious,low,5
3,6.28,Unspecified,Order for 3 units of Reusable Water Bottles,Got 3 water bottles at $6.28 each. They are durable and don't leak. Great for daily use at the gym.,positive,0.8,low,budget_conscious,low,4
14,3.51,Spain,Purchase of 14 units of Colorful Gel Pens Set,Bought 14 sets of gel pens for $3.51 each. The colors are vibrant and they write smoothly. Kids love them.,positive,0.9,low,bulk_buyer,low,5
2,3.44,Channel Islands,Acquired 2 units of Universal Phone Stands,Picked up 2 phone stands for $3.44 each. They are sturdy and hold my phone perfectly. Simple and effective.,positive,0.8,low,budget_conscious,low,4
10,3.01,Netherlands,Bought 10 units of Assorted Greeting Cards,Needed a variety of cards. Bought 10 packs for $3.01 each. Good quality and nice designs for different occasions.,positive,0.7,low,bulk_buyer,low,4
-1,3.7,United Kingdom,Returned 1 'Gourmet Dark Chocolate Bar' at $3.70.,The single chocolate bar I received was melted. Had to return it immediately. Very disappointing quality control.,negative,-0.9,high,return_prone,high,1
4,7.08,Australia,Purchased 4 'Artisanal Scented Candles' for $7.08 each.,These 4 candles smell amazing and burn evenly. Great value for the $7.08 price point. Highly recommend!,positive,0.9,low,budget_conscious,low,5
6,8.91,Greece,Ordered 6 'Ergonomic Gel Pens' at a price of $8.91 per pack.,"The 6 gel pens write smoothly and are comfortable to hold. A bit expensive at $8.91, but good quality.",positive,0.6,low,premium,low,4
6,1.23,Denmark,Bought 6 'Organic Apple Snack Packs' at just $1.23 each.,These 6 apple snack packs are perfect for kids' lunches. Fresh and affordable at only $1.23 per pack!,positive,0.8,low,budget_conscious,low,5
9,3.64,Netherlands,Acquired 9 'Stainless Steel Bottle Openers' for $3.64.,I purchased 9 bottle openers as party favors. They are sturdy for $3.64 and look great. Guests loved them.,positive,0.8,low,bulk_buyer,low,5
-4,6.01,United Kingdom,Returned 4 'Wireless Mouse Units' originally priced at $6.01.,"The 4 wireless mice kept disconnecting. Couldn't use them, so I returned them all. Not worth the $6.01.",negative,-0.9,high,return_prone,high,1
-2,2.85,Poland,"Two 'Premium Dog Toys' returned, each costing $2.85.",My dog destroyed both of these 'premium' toys in minutes. Had to return the two units. Waste of $2.85!,negative,-0.9,high,return_prone,high,1
11,6.77,EIRE,Purchased 11 'Colorful Hand Towels' for $6.77 apiece.,These 11 hand towels are vibrant and absorbent. Excellent quality for $6.77 each. Exactly what I needed.,positive,0.9,low,bulk_buyer,low,5
9,6.97,EIRE,Bought 9 'Smart Home Light Bulbs' at $6.97 per bulb.,The 9 smart bulbs were easy to install and integrate with my system. A good deal at $6.97 each for the quality.,positive,0.8,low,premium,low,5
103,3.09,Italy,Bulk order of 103 'Disposable Face Masks' at $3.09 each.,Bought 103 masks for the office. They are comfortable and well-made. Good protection for $3.09 a piece.,positive,0.8,low,bulk_buyer,low,5
-1,3.64,Unspecified,Returned 1 'Portable Phone Charger' which cost $3.64.,"The single charger stopped working after one use. Very unreliable, had to return it. Not worth $3.64.",negative,-0.9,high,return_prone,high,1
10,11.27,EIRE,Purchased 10 'High-Speed USB Drives' for $11.27 each.,"These 10 USB drives are super fast and have ample storage. A bit pricey at $11.27, but worth the performance.",positive,0.7,low,premium,low,4
10,10.06,Netherlands,Ordered 10 'Premium Stainless Steel Water Bottles' at $10.06.,The 10 water bottles are sturdy and keep drinks cold for hours. Excellent quality for $10.06 each. Very satisfied.,positive,0.9,low,premium,low,5
12,3.58,EIRE,Bought 12 'Eco-Friendly Reusable Shopping Bags' for $3.58.,These 12 shopping bags are durable and spacious. Great for groceries at $3.58 each. Helping the environment!,positive,0.8,low,bulk_buyer,low,5
9,18.03,United Kingdom,Acquired 9 'Professional Chef Knives' priced at $18.03 each.,The 9 chef knives are incredibly sharp and well-balanced. Worth every penny of the $18.03 price. Highly recommend!,positive,0.9,low,premium,low,5
-2,1.19,France,Returned 2 'Basic HDMI Cables' that were $1.19 apiece.,Both HDMI cables I bought were faulty and didn't work. Had to return the two units. Not worth even $1.19.,negative,-0.9,high,return_prone,high,1
28,0.32,Australia,Purchased 28 'Colorful Paper Clips' at just $0.32 per box.,These 28 boxes of paper clips are functional and come in fun colors. An absolute steal at $0.32 each!,positive,0.9,low,bulk_buyer,low,5
14,8.38,Germany,Ordered 14 'Gardening Hand Trowels' costing $8.38 each.,"The 14 trowels are robust and comfortable to use. A bit pricey at $8.38, but they seem very durable.",positive,0.6,low,bulk_buyer,low,4
9,4.97,USA,Bought 9 'Compact Travel Umbrellas' at $4.97 each.,These 9 umbrellas are surprisingly sturdy for their compact size. Great value at $4.97 each. Perfect for travel.,positive,0.8,low,bulk_buyer,low,5
13,11.82,Portugal,Acquired 13 'Premium Wireless Earbuds' for $11.82 a pair.,The 13 pairs of earbuds have great sound quality and battery life. Excellent value for $11.82. Very impressed.,positive,0.9,low,bulk_buyer,low,5
5,1.4,France,"Pack of 5 Organic Apple Snacks, 1.40 each",Bought 5 of these apple snacks for the kids. They were a great deal at $1.40 each and surprisingly fresh. Will definitely repurchase soon!,positive,0.9,low,budget_conscious,low,5
1,1.88,United Kingdom,"Single-serve Premium Coffee Pod, Dark Roast","Just one coffee pod at $1.88. It's a bit pricey for a single, but the taste is really rich and smooth. Good for a treat.",positive,0.4,low,premium,low,4
9,7.51,Italy,Large Box of 9 Gourmet Chocolate Truffles,"Ordered 9 gourmet truffles for a party, costing $7.51 each. They were a hit! Everyone loved the quality and presentation.",positive,0.95,low,premium,low,5
-1,11.19,Norway,Returned -1 Smart Home Security Camera (11.19),"Returned this smart camera, which was $11.19. Didn't connect well with my system. Customer service was helpful with the return.",negative,-0.7,high,return_prone,medium,2
7,6.15,RSA,Set of 7 Stainless Steel Kitchen Utensils,"Got 7 kitchen utensils at $6.15 each. They feel sturdy and look nice in my kitchen. Great value for the price, very satisfied.",positive,0.85,low,budget_conscious,low,5
3,10.79,Sweden,Pack of 3 Organic Cotton Baby Bodysuits,Got 3 baby bodysuits for $10.79 each. The cotton is incredibly soft and they fit perfectly. Worth the price for the quality.,positive,0.9,low,premium,low,5
28,8.21,EIRE,"Bulk Order: 28 units of AA Batteries, 8.21/unit","Bought a bulk pack of 28 AA batteries, each costing $8.21. They work great and seem to last a long time. Good for stocking up.",positive,0.8,low,bulk_buyer,low,5
4,2.48,Spain,Set of 4 Colorful Kids' Plastic Plates,These 4 plastic plates for kids were only $2.48 each. Very durable and dishwasher safe. My toddlers love the bright colors!,positive,0.85,low,budget_conscious,low,5
15,10.7,Malta,Box of 15 Premium Scented Soy Candles,"Received 15 scented candles, priced at $10.70 each. The scents are lovely, but a couple arrived slightly damaged. Good buy.",neutral,0.3,medium,bulk_buyer,medium,3
11,3.75,Spain,Pack of 11 Reusable Microfiber Cleaning Cloths,"Bought 11 cleaning cloths, $3.75 each. They are super absorbent and perfect for cleaning everything. Excellent value for money, very happy.",positive,0.9,low,budget_conscious,low,5
12,2.38,USA,Dozen (12) Freshly Baked Artisan Bread Rolls,Got 12 artisan bread rolls for $2.38 each. They were so fresh and delicious! Perfect for dinner parties. Will definitely order again.,positive,0.95,low,premium,low,5
26,5.55,France,Large Pack of 26 Disposable Face Masks,"Purchased 26 face masks, each costing $5.55. They are comfortable to wear and seem to offer good protection. A necessary purchase.",positive,0.6,low,bulk_buyer,low,4
13,3.47,EIRE,Set of 13 Assorted Crafting Glitter Pens,Bought 13 glitter pens at $3.47 each for my craft projects. They write smoothly and the glitter is vibrant. My kids love them too!,positive,0.8,low,bulk_buyer,low,5
12,20.39,EIRE,Premium Box of 12 Gourmet Coffee Samplers,"Ordered 12 coffee samplers, priced at $20.39 each. The variety is great, but some flavors weren't to my taste. High quality beans.",neutral,0.4,medium,premium,medium,3
0,9.75,Sweden,Item not purchased: Organic Gluten-Free Pasta,Didn't end up buying this item (price $9.75). Was in my cart but decided against it due to the high cost for a single pack.,negative,-0.2,medium,budget_conscious,medium,2
1,10.05,Italy,Single Unit: High-Quality Ergonomic Mouse,Just one ergonomic mouse for $10.05. It's comfortable to use for long hours. A significant upgrade from my old one. Very pleased.,positive,0.85,low,premium,low,5
16,2.82,Switzerland,Bulk Pack of 16 Eco-Friendly Dishwasher Pods,"Bought 16 dishwasher pods, each $2.82. They clean dishes effectively without residue. Good for the environment. Happy with purchase.",positive,0.8,low,bulk_buyer,low,5
13,1.24,Iceland,Pack of 13 Colorful Gel Pens for School,"Got 13 gel pens, only $1.24 each! They write smoothly and the colors are vibrant. Excellent deal for school. Kids love them.",positive,0.9,low,budget_conscious,low,5
-3,5.47,Cyprus,Returned -3 units of defective USB Cables,"Had to return 3 USB cables, $5.47 each. They stopped working after a week. Disappointed with the quality of this batch.",negative,-0.9,high,return_prone,high,1
12,1.13,Germany,Dozen (12) Assorted Party Balloons Pack,Bought 12 party balloons for $1.13 each. They inflated easily and looked great for the birthday party. Good value for money.,positive,0.8,low,budget_conscious,low,5
0,4.39,EIRE,Organic Green Tea Bags (20 count),"Although I didn't purchase any this time, I've had these before. The quality is consistently good for the price.",positive,0.7,low,budget_conscious,low,4
-2,21.06,Germany,Premium Noise-Cancelling Headphones,"Returned 2 units due to a faulty microphone. Disappointed with the quality control, but the sound was decent.",negative,-0.8,high,return_prone,high,1
3,2.14,Iceland,Freshly Baked Croissants (Pack of 3),Bought 3 croissants for a quick breakfast. They were surprisingly fresh and flaky for the low price of $2.14. Good value!,positive,0.8,low,budget_conscious,low,5
0,2.81,Italy,Sparkling Mineral Water (1 Liter Bottle),"Didn't buy this today, but it's usually my go-to. The $2.81 price is fair. A refreshing drink for any time.",positive,0.3,low,budget_conscious,low,4
6,4.81,Portugal,Assorted Berry Yogurt Cups (6-pack),"Grabbed 6 yogurt cups for the week. At $4.81, it's a great deal for a healthy snack. Kids love the variety.",positive,0.9,low,bulk_buyer,low,5
6,2.63,Netherlands,Crispy Potato Chips Variety Pack,Excellent value! Got 6 packs for just $2.63. Perfect for school lunches. The flavors are always a hit.,positive,0.95,low,bulk_buyer,low,5
13,2.76,United Kingdom,Durable Ballpoint Pens (Black Ink),"Stocked up with 13 pens for the office. For $2.76, they write smoothly and last a long time. Very satisfied.",positive,0.9,low,bulk_buyer,low,5
4,3.42,United Arab Emirates,Gourmet Dark Chocolate Bars (4-pack),These 4 chocolate bars were a delightful treat. The $3.42 price is very reasonable for such rich flavor. Highly recommend!,positive,0.95,low,premium,low,5
19,2.16,Cyprus,Colorful Paper Clips (Large Box),"Needed a lot of paper clips, so I got 19. The $2.16 price is unbeatable. They hold documents securely.",positive,0.85,low,bulk_buyer,low,5
11,0.76,United Kingdom,Small Lined Notebooks (11-pack),"Bought 11 notebooks for journaling. At only $0.76 each, they are incredibly cheap and perfect for quick notes.",positive,0.9,low,bulk_buyer,low,5
25,3.42,France,AA Alkaline Batteries (Bulk Pack),Purchased 25 batteries for all my devices. The $3.42 price point is fantastic for this quantity. They work great.,positive,0.9,low,bulk_buyer,low,5
7,0.99,United Kingdom,"Fresh Gala Apples (7 lbs, Organic)",Got 7 apples for a healthy snack. The $0.99 price per pound makes them a bargain. Very crisp and sweet.,positive,0.95,low,budget_conscious,low,5
27,2.67,Australia,Disposable Face Masks (Bulk Box),Ordered 27 masks for family use. The $2.67 price is incredibly affordable for this quantity. Good for everyday protection.,positive,0.9,low,bulk_buyer,low,5
1,7.21,Germany,Premium Olive Oil (500ml Bottle),"Just one bottle of this olive oil, but it's worth the $7.21. It adds a wonderful flavor to my cooking. Excellent quality.",positive,0.95,low,premium,low,5
30,2.48,EIRE,Biodegradable Trash Bags (Kitchen Size),"Bought 30 trash bags for the kitchen. At $2.48, they are super affordable and surprisingly strong. Environmentally friendly choice.",positive,0.9,low,bulk_buyer,low,5
41,1.86,France,Wooden Clothes Hangers (Value Pack),"Needed many hangers, so I got 41. The $1.86 price is amazing for wooden ones. They keep clothes neat.",positive,0.9,low,bulk_buyer,low,5
13,2.46,EIRE,Assorted Color Markers (Fine Tip),"Picked up 13 markers for art projects. The $2.46 price is fair, and they have a good range of colors. My kids love them.",positive,0.8,low,bulk_buyer,low,4
4,5.91,Germany,Organic Whole Milk (Gallon Jug),"Got 4 gallons of milk for the week. The $5.91 price is a bit high, but the organic quality is worth it for my family.",positive,0.6,medium,premium,low,4
1,2.59,Channel Islands,Artisanal Sourdough Bread Loaf,"One loaf of this delicious sourdough. For $2.59, it's a steal! Perfect for sandwiches and toast. Freshly baked and crusty.",positive,0.95,low,premium,low,5
12,6.18,Netherlands,Premium Coffee Pods (Dark Roast),Bought 12 coffee pods for my morning routine. The $6.18 price is reasonable for the rich dark roast flavor. Very convenient.,positive,0.85,low,premium,low,5
8,5.23,Channel Islands,"Pack of 8 AAA Batteries, priced at $5.23",The 8 AAA batteries for $5.23 are a great value. They work perfectly and last long. Satisfied with this purchase.,positive,0.8,low,budget_conscious,low,5
